pokemon_id,url_page,pokemon_name,peso,altura,tipo 1,tipo 2,evolucao 1,evolucao 2,evolucao 3,evolucao 4,evolucao 5,evolucao 6,evolucao 7,evolucao 8,evolucao 9,abilidade 1,abilidade 2,abilidade 3,abilidade 4,abilidade 5,abilidade 6
1009,https://pokemondb.net/pokedex/walking-wake,Walking Wake,280.0 kg ,3.5 m ,Water,Dragon,,,,,,,,,,Protosynthesis,,,,,
1007,https://pokemondb.net/pokedex/koraidon,Koraidon,303.0 kg ,2.5 m ,Fighting,Dragon,,,,,,,,,,Orichalcum Pulse,,,,,
1006,https://pokemondb.net/pokedex/iron-valiant,Iron Valiant,35.0 kg ,1.4 m ,Fairy,Fighting,,,,,,,,,,Quark Drive,,,,,
1008,https://pokemondb.net/pokedex/miraidon,Miraidon,240.0 kg ,3.5 m ,Electric,Dragon,,,,,,,,,,Hadron Engine,,,,,
997,https://pokemondb.net/pokedex/arctibax,Arctibax,30.0 kg ,0.8 m ,Dragon,Ice,,,,,,,,,,Ice Body,Thermal Exchange,,,,
1003,https://pokemondb.net/pokedex/ting-lu,Ting-Lu,699.7 kg ,2.7 m ,Dark,Ground,,,,,,,,,,Vessel of Ruin,,,,,
996,https://pokemondb.net/pokedex/frigibax,Frigibax,17.0 kg ,0.5 m ,Dragon,Ice,#0998-Baxcalibur-https://pokemondb.net/pokedex/baxcalibur,#0997-Arctibax-https://pokemondb.net/pokedex/arctibax,,,,,,,,Ice Body,Thermal Exchange,,,,
1002,https://pokemondb.net/pokedex/chien-pao,Chien-Pao,152.2 kg ,1.9 m ,Dark,Ice,,,,,,,,,,Sword of Ruin,,,,,
1001,https://pokemondb.net/pokedex/wo-chien,Wo-Chien,74.2 kg ,1.5 m ,Dark,Grass,,,,,,,,,,Tablets of Ruin,,,,,
1004,https://pokemondb.net/pokedex/chi-yu,Chi-Yu,4.9 kg ,0.4 m ,Dark,Fire,,,,,,,,,,Beads of Ruin,,,,,
1000,https://pokemondb.net/pokedex/gholdengo,Gholdengo,30.0 kg ,1.2 m ,Steel,Ghost,,,,,,,,,,Good as Gold,,,,,
1005,https://pokemondb.net/pokedex/roaring-moon,Roaring Moon,380.0 kg ,2.0 m ,Dragon,Dark,,,,,,,,,,Protosynthesis,,,,,
987,https://pokemondb.net/pokedex/flutter-mane,Flutter Mane,4.0 kg ,1.4 m ,Ghost,Fairy,,,,,,,,,,Protosynthesis,,,,,
991,https://pokemondb.net/pokedex/iron-bundle,Iron Bundle,11.0 kg ,0.6 m ,Ice,Water,,,,,,,,,,Quark Drive,,,,,
993,https://pokemondb.net/pokedex/iron-jugulis,Iron Jugulis,111.0 kg ,1.3 m ,Dark,Flying,,,,,,,,,,Quark Drive,,,,,
995,https://pokemondb.net/pokedex/iron-thorns,Iron Thorns,303.0 kg ,1.6 m ,Rock,Electric,,,,,,,,,,Quark Drive,,,,,
989,https://pokemondb.net/pokedex/sandy-shocks,Sandy Shocks,60.0 kg ,2.3 m ,Electric,Ground,,,,,,,,,,Protosynthesis,,,,,
994,https://pokemondb.net/pokedex/iron-moth,Iron Moth,36.0 kg ,1.2 m ,Fire,Poison,,,,,,,,,,Quark Drive,,,,,
992,https://pokemondb.net/pokedex/iron-hands,Iron Hands,380.7 kg ,1.8 m ,Fighting,Electric,,,,,,,,,,Quark Drive,,,,,
990,https://pokemondb.net/pokedex/iron-treads,Iron Treads,240.0 kg ,0.9 m ,Ground,Steel,,,,,,,,,,Quark Drive,,,,,
986,https://pokemondb.net/pokedex/brute-bonnet,Brute Bonnet,21.0 kg ,1.2 m ,Grass,Dark,,,,,,,,,,Protosynthesis,,,,,
985,https://pokemondb.net/pokedex/scream-tail,Scream Tail,8.0 kg ,1.2 m ,Fairy,Psychic,,,,,,,,,,Protosynthesis,,,,,
984,https://pokemondb.net/pokedex/great-tusk,Great Tusk,320.0 kg ,2.2 m ,Ground,Fighting,,,,,,,,,,Protosynthesis,,,,,
983,https://pokemondb.net/pokedex/kingambit,Kingambit,120.0 kg ,2.0 m ,Dark,Steel,,,,,,,,,,Pressure,Supreme Overlord,Defiant,,,
982,https://pokemondb.net/pokedex/dudunsparce,Dudunsparce,39.2 kg ,3.6 m ,Normal,,,,,,,,,,,Rattled,Run Away,Serene Grace,,,
980,https://pokemondb.net/pokedex/clodsire,Clodsire,223.0 kg ,1.8 m ,Poison,Ground,,,,,,,,,,Unaware,Water Absorb,Poison Point,,,
981,https://pokemondb.net/pokedex/farigiraf,Farigiraf,160.0 kg ,3.2 m ,Normal,Psychic,,,,,,,,,,Sap Sipper,Armor Tail,Cud Chew,,,
979,https://pokemondb.net/pokedex/annihilape,Annihilape,56.0 kg ,1.2 m ,Fighting,Ghost,,,,,,,,,,Defiant,Inner Focus,Vital Spirit,,,
974,https://pokemondb.net/pokedex/cetitan,Cetitan,700.0 kg ,4.5 m ,Ice,,#0974-Cetoddle-https://pokemondb.net/pokedex/cetoddle,,,,,,,,,Sheer Force,Slush Rush,Thick Fat,,,
976,https://pokemondb.net/pokedex/veluza,Veluza,90.0 kg ,2.5 m ,Water,Psychic,,,,,,,,,,Sharpness,Mold Breaker,,,,
972,https://pokemondb.net/pokedex/houndstone,Houndstone,15.0 kg ,2.0 m ,Ghost,,,,,,,,,,,Fluffy,Sand Rush,,,,
969,https://pokemondb.net/pokedex/glimmora,Glimmora,45.0 kg ,1.5 m ,Rock,Poison,#0969-Glimmet-https://pokemondb.net/pokedex/glimmet,,,,,,,,,Corrosion,Toxic Debris,,,,
978,https://pokemondb.net/pokedex/tatsugiri,Tatsugiri,8.0 kg ,0.3 m ,Dragon,Water,,,,,,,,,,Storm Drain,Commander,,,,
968,https://pokemondb.net/pokedex/orthworm,Orthworm,310.0 kg ,2.5 m ,Steel,,,,,,,,,,,Sand Veil,Earth Eater,,,,
970,https://pokemondb.net/pokedex/glimmora,Glimmora,45.0 kg ,1.5 m ,Rock,Poison,,,,,,,,,,Corrosion,Toxic Debris,,,,
966,https://pokemondb.net/pokedex/revavroom,Revavroom,120.0 kg ,1.8 m ,Steel,Poison,,,,,,,,,,Filter,Overcoat,,,,
973,https://pokemondb.net/pokedex/flamigo,Flamigo,37.0 kg ,1.6 m ,Flying,Fighting,,,,,,,,,,Costar,Tangled Feet,Scrappy,,,
977,https://pokemondb.net/pokedex/dondozo,Dondozo,220.0 kg ,12.0 m ,Water,,,,,,,,,,,Water Veil,Oblivious,Unaware,,,
975,https://pokemondb.net/pokedex/cetitan,Cetitan,700.0 kg ,4.5 m ,Ice,,,,,,,,,,,Sheer Force,Slush Rush,Thick Fat,,,
971,https://pokemondb.net/pokedex/greavard,Greavard,35.0 kg ,0.6 m ,Ghost,,#0972-Houndstone-https://pokemondb.net/pokedex/houndstone,,,,,,,,,Fluffy,Pickup,,,,
963,https://pokemondb.net/pokedex/palafin,Palafin,60.2 kg ,1.3 m ,Water,,#0963-Finizen-https://pokemondb.net/pokedex/finizen,,,,,,,,,Zero to Hero,,,,,
965,https://pokemondb.net/pokedex/varoom,Varoom,35.0 kg ,1.0 m ,Steel,Poison,#0966-Revavroom-https://pokemondb.net/pokedex/revavroom,,,,,,,,,Slow Start,Overcoat,,,,
960,https://pokemondb.net/pokedex/wugtrio,Wugtrio,5.4 kg ,1.2 m ,Water,,#0960-Wiglett-https://pokemondb.net/pokedex/wiglett,,,,,,,,,Sand Veil,Rattled,Gooey,,,
964,https://pokemondb.net/pokedex/palafin,Palafin,60.2 kg ,1.3 m ,Water,,,,,,,,,,,Zero to Hero,,,,,
962,https://pokemondb.net/pokedex/bombirdier,Bombirdier,42.9 kg ,1.5 m ,Flying,Dark,,,,,,,,,,Rocky Payload,Keen Eye,Big Pecks,,,
961,https://pokemondb.net/pokedex/wugtrio,Wugtrio,5.4 kg ,1.2 m ,Water,,,,,,,,,,,Sand Veil,Rattled,Gooey,,,
967,https://pokemondb.net/pokedex/cyclizar,Cyclizar,63.0 kg ,1.6 m ,Dragon,Normal,,,,,,,,,,Regenerator,Shed Skin,,,,
952,https://pokemondb.net/pokedex/scovillain,Scovillain,15.0 kg ,0.9 m ,Grass,Fire,,,,,,,,,,Moody,Insomnia,Chlorophyll,,,
953,https://pokemondb.net/pokedex/rellor,Rellor,1.0 kg ,0.2 m ,Bug,,#0954-Rabsca-https://pokemondb.net/pokedex/rabsca,,,,,,,,,Shed Skin,Compound Eyes,,,,
951,https://pokemondb.net/pokedex/capsakid,Capsakid,3.0 kg ,0.3 m ,Grass,,#0952-Scovillain-https://pokemondb.net/pokedex/scovillain,,,,,,,,,Klutz,Insomnia,Chlorophyll,,,
950,https://pokemondb.net/pokedex/klawf,Klawf,79.0 kg ,1.3 m ,Rock,,,,,,,,,,,Regenerator,Shell Armor,Anger Shell,,,
959,https://pokemondb.net/pokedex/tinkaton,Tinkaton,112.8 kg ,0.7 m ,Fairy,Steel,,,,,,,,,,Pickpocket,Own Tempo,Mold Breaker,,,
949,https://pokemondb.net/pokedex/toedscruel,Toedscruel,58.0 kg ,1.9 m ,Ground,Grass,,,,,,,,,,Mycelium Might,,,,,
958,https://pokemondb.net/pokedex/tinkatuff,Tinkatuff,59.1 kg ,0.7 m ,Fairy,Steel,,,,,,,,,,Pickpocket,Own Tempo,Mold Breaker,,,
948,https://pokemondb.net/pokedex/toedscool,Toedscool,33.0 kg ,0.9 m ,Ground,Grass,#0949-Toedscruel-https://pokemondb.net/pokedex/toedscruel,,,,,,,,,Mycelium Might,,,,,
947,https://pokemondb.net/pokedex/brambleghast,Brambleghast,6.0 kg ,1.2 m ,Grass,Ghost,,,,,,,,,,Infiltrator,Wind Rider,,,,
946,https://pokemondb.net/pokedex/bramblin,Bramblin,0.6 kg ,0.6 m ,Grass,Ghost,#0947-Brambleghast-https://pokemondb.net/pokedex/brambleghast,,,,,,,,,Infiltrator,Wind Rider,,,,
945,https://pokemondb.net/pokedex/grafaiai,Grafaiai,27.2 kg ,0.7 m ,Poison,Normal,,,,,,,,,,Prankster,Poison Touch,Unburden,,,
944,https://pokemondb.net/pokedex/shroodle,Shroodle,0.7 kg ,0.2 m ,Poison,Normal,#0945-Grafaiai-https://pokemondb.net/pokedex/grafaiai,,,,,,,,,Prankster,Pickpocket,Unburden,,,
942,https://pokemondb.net/pokedex/mabosstiff,Mabosstiff,61.0 kg ,1.1 m ,Dark,,#0942-Maschiff-https://pokemondb.net/pokedex/maschiff,,,,,,,,,Stakeout,Guard Dog,Intimidate,,,
939,https://pokemondb.net/pokedex/bellibolt,Bellibolt,113.0 kg ,1.2 m ,Electric,,,,,,,,,,,Damp,Static,Electromorphosis,,,
943,https://pokemondb.net/pokedex/mabosstiff,Mabosstiff,61.0 kg ,1.1 m ,Dark,,,,,,,,,,,Stakeout,Guard Dog,Intimidate,,,
938,https://pokemondb.net/pokedex/tadbulb,Tadbulb,0.4 kg ,0.3 m ,Electric,,#0939-Bellibolt-https://pokemondb.net/pokedex/bellibolt,,,,,,,,,Damp,Static,Own Tempo,,,
937,https://pokemondb.net/pokedex/ceruledge,Ceruledge,62.0 kg ,1.6 m ,Fire,Ghost,,,,,,,,,,Weak Armor,Flash Fire,,,,
936,https://pokemondb.net/pokedex/armarouge,Armarouge,85.0 kg ,1.5 m ,Fire,Psychic,,,,,,,,,,Weak Armor,Flash Fire,,,,
934,https://pokemondb.net/pokedex/garganacl,Garganacl,240.0 kg ,2.3 m ,Rock,,,,,,,,,,,Clear Body,Sturdy,Purifying Salt,,,
940,https://pokemondb.net/pokedex/kilowattrel,Kilowattrel,38.6 kg ,1.4 m ,Electric,Flying,#0940-Wattrel-https://pokemondb.net/pokedex/wattrel,,,,,,,,,Competitive,Volt Absorb,Wind Power,,,
935,https://pokemondb.net/pokedex/charcadet,Charcadet,10.5 kg ,0.6 m ,Fire,,#0937-Ceruledge-https://pokemondb.net/pokedex/ceruledge,#0936-Armarouge-https://pokemondb.net/pokedex/armarouge,,,,,,,,Flame Body,Flash Fire,,,,
941,https://pokemondb.net/pokedex/kilowattrel,Kilowattrel,38.6 kg ,1.4 m ,Electric,Flying,,,,,,,,,,Competitive,Volt Absorb,Wind Power,,,
922,https://pokemondb.net/pokedex/pawmo,Pawmo,6.5 kg ,0.4 m ,Electric,Fighting,,,,,,,,,,Iron Fist,Natural Cure,Volt Absorb,,,
932,https://pokemondb.net/pokedex/naclstack,Naclstack,105.0 kg ,0.6 m ,Rock,,#0934-Garganacl-https://pokemondb.net/pokedex/garganacl,#0932-Nacli-https://pokemondb.net/pokedex/nacli,,,,,,,,Clear Body,Sturdy,Purifying Salt,,,
933,https://pokemondb.net/pokedex/naclstack,Naclstack,105.0 kg ,0.6 m ,Rock,,,,,,,,,,,Clear Body,Sturdy,Purifying Salt,,,
927,https://pokemondb.net/pokedex/dachsbun,Dachsbun,14.9 kg ,0.5 m ,Fairy,,,,,,,,,,,Aroma Veil,Well-Baked Body,,,,
926,https://pokemondb.net/pokedex/fidough,Fidough,10.9 kg ,0.3 m ,Fairy,,#0927-Dachsbun-https://pokemondb.net/pokedex/dachsbun,,,,,,,,,Klutz,Own Tempo,,,,
924,https://pokemondb.net/pokedex/maushold,Maushold,2.8 kg ,0.3 m ,Normal,,#0924-Tandemaus-https://pokemondb.net/pokedex/tandemaus,,,,,,,,,Technician,Cheek Pouch,Friend Guard,,,
923,https://pokemondb.net/pokedex/pawmot,Pawmot,41.0 kg ,0.9 m ,Electric,Fighting,,,,,,,,,,Iron Fist,Natural Cure,Volt Absorb,,,
925,https://pokemondb.net/pokedex/maushold,Maushold,2.8 kg ,0.3 m ,Normal,,,,,,,,,,,Technician,Cheek Pouch,Friend Guard,,,
918,https://pokemondb.net/pokedex/spidops,Spidops,16.5 kg ,1.0 m ,Bug,,,,,,,,,,,Stakeout,Insomnia,,,,
920,https://pokemondb.net/pokedex/lokix,Lokix,17.5 kg ,1.0 m ,Bug,Dark,,,,,,,,,,Tinted Lens,Swarm,,,,
919,https://pokemondb.net/pokedex/nymble,Nymble,1.0 kg ,0.2 m ,Bug,,#0920-Lokix-https://pokemondb.net/pokedex/lokix,,,,,,,,,Tinted Lens,Swarm,,,,
915,https://pokemondb.net/pokedex/oinkologne,Oinkologne,120.0 kg ,1.0 m ,Normal,,#0915-Lechonk-https://pokemondb.net/pokedex/lechonk,,,,,,,,,Thick Fat,Gluttony,Aroma Veil,Lingering Aroma,,
917,https://pokemondb.net/pokedex/tarountula,Tarountula,4.0 kg ,0.3 m ,Bug,,#0918-Spidops-https://pokemondb.net/pokedex/spidops,,,,,,,,,Stakeout,Insomnia,,,,
921,https://pokemondb.net/pokedex/pawmi,Pawmi,2.5 kg ,0.3 m ,Electric,,#0923-Pawmot-https://pokemondb.net/pokedex/pawmot,#0922-Pawmo-https://pokemondb.net/pokedex/pawmo,,,,,,,,Iron Fist,Natural Cure,Static,,,
911,https://pokemondb.net/pokedex/skeledirge,Skeledirge,326.5 kg ,1.6 m ,Fire,Ghost,,,,,,,,,,Unaware,Blaze,,,,
914,https://pokemondb.net/pokedex/quaquaval,Quaquaval,61.9 kg ,1.8 m ,Water,Fighting,,,,,,,,,,Moxie,Torrent,,,,
916,https://pokemondb.net/pokedex/oinkologne,Oinkologne,120.0 kg ,1.0 m ,Normal,,,,,,,,,,,Thick Fat,Gluttony,Aroma Veil,Lingering Aroma,,
909,https://pokemondb.net/pokedex/crocalor,Crocalor,30.7 kg ,1.0 m ,Fire,,#0911-Skeledirge-https://pokemondb.net/pokedex/skeledirge,#0909-Fuecoco-https://pokemondb.net/pokedex/fuecoco,,,,,,,,Unaware,Blaze,,,,
910,https://pokemondb.net/pokedex/crocalor,Crocalor,30.7 kg ,1.0 m ,Fire,,,,,,,,,,,Unaware,Blaze,,,,
912,https://pokemondb.net/pokedex/quaxwell,Quaxwell,21.5 kg ,1.2 m ,Water,,#0914-Quaquaval-https://pokemondb.net/pokedex/quaquaval,#0912-Quaxly-https://pokemondb.net/pokedex/quaxly,,,,,,,,Moxie,Torrent,,,,
913,https://pokemondb.net/pokedex/quaxwell,Quaxwell,21.5 kg ,1.2 m ,Water,,,,,,,,,,,Moxie,Torrent,,,,
908,https://pokemondb.net/pokedex/meowscarada,Meowscarada,31.2 kg ,1.5 m ,Grass,Dark,,,,,,,,,,Protean,Overgrow,,,,
906,https://pokemondb.net/pokedex/floragato,Floragato,12.2 kg ,0.9 m ,Grass,,#0908-Meowscarada-https://pokemondb.net/pokedex/meowscarada,#0906-Sprigatito-https://pokemondb.net/pokedex/sprigatito,,,,,,,,Protean,Overgrow,,,,
907,https://pokemondb.net/pokedex/floragato,Floragato,12.2 kg ,0.9 m ,Grass,,,,,,,,,,,Protean,Overgrow,,,,
900,https://pokemondb.net/pokedex/kleavor,Kleavor,89.0 kg ,1.8 m ,Bug,Rock,,,,,,,,,,Sharpness,Sheer Force,Swarm,,,
903,https://pokemondb.net/pokedex/sneasler,Sneasler,43.0 kg ,1.3 m ,Fighting,Poison,,,,,,,,,,Poison Touch,Unburden,Pressure,,,
905,https://pokemondb.net/pokedex/enamorus,Enamorus,48.0 kg ,1.6 m ,Fairy,Flying,,,,,,,,,,Overcoat,Contrary,Cute Charm,,,
899,https://pokemondb.net/pokedex/wyrdeer,Wyrdeer,95.1 kg ,1.8 m ,Normal,Psychic,,,,,,,,,,Sap Sipper,Frisk,Intimidate,,,
898,https://pokemondb.net/pokedex/calyrex,Calyrex,7.7 kg ,1.1 m ,Psychic,Grass,,,,,,,,,,As One,Unnerve,,,,
902,https://pokemondb.net/pokedex/basculegion,Basculegion,110.0 kg ,3.0 m ,Water,Ghost,,,,,,,,,,Mold Breaker,Adaptability,Swift Swim,,,
904,https://pokemondb.net/pokedex/overqwil,Overqwil,60.5 kg ,2.5 m ,Dark,Poison,,,,,,,,,,Intimidate,Swift Swim,Poison Point,,,
901,https://pokemondb.net/pokedex/ursaluna,Ursaluna,290.0 kg ,2.4 m ,Ground,Normal,,,,,,,,,,Mind's Eye,Unnerve,Bulletproof,Guts,,
893,https://pokemondb.net/pokedex/zarude,Zarude,70.0 kg ,1.8 m ,Dark,Grass,,,,,,,,,,Leaf Guard,,,,,
896,https://pokemondb.net/pokedex/glastrier,Glastrier,800.0 kg ,2.2 m ,Ice,,,,,,,,,,,Chilling Neigh,,,,,
890,https://pokemondb.net/pokedex/eternatus,Eternatus,950.0 kg ,20.0 m ,Poison,Dragon,,,,,,,,,,Pressure,,,,,
894,https://pokemondb.net/pokedex/regieleki,Regieleki,145.0 kg ,1.2 m ,Electric,,,,,,,,,,,Transistor,,,,,
891,https://pokemondb.net/pokedex/urshifu,Urshifu,105.0 kg ,1.9 m ,Fighting,Dark,#0891-Kubfu-https://pokemondb.net/pokedex/kubfu,,,,,,,,,Unseen Fist,,,,,
895,https://pokemondb.net/pokedex/regidrago,Regidrago,200.0 kg ,2.1 m ,Dragon,,,,,,,,,,,Dragon's Maw,,,,,
897,https://pokemondb.net/pokedex/spectrier,Spectrier,44.5 kg ,2.0 m ,Ghost,,,,,,,,,,,Grim Neigh,,,,,
888,https://pokemondb.net/pokedex/zacian,Zacian,110.0 kg ,2.8 m ,Fairy,Steel,,,,,,,,,,Intrepid Sword,,,,,
889,https://pokemondb.net/pokedex/zamazenta,Zamazenta,210.0 kg ,2.9 m ,Fighting,Steel,,,,,,,,,,Dauntless Shield,,,,,
892,https://pokemondb.net/pokedex/urshifu,Urshifu,105.0 kg ,1.9 m ,Fighting,Dark,,,,,,,,,,Unseen Fist,,,,,
887,https://pokemondb.net/pokedex/dragapult,Dragapult,50.0 kg ,3.0 m ,Dragon,Ghost,,,,,,,,,,Cursed Body,Infiltrator,Clear Body,,,
885,https://pokemondb.net/pokedex/drakloak,Drakloak,11.0 kg ,1.4 m ,Dragon,Ghost,#0887-Dragapult-https://pokemondb.net/pokedex/dragapult,#0885-Dreepy-https://pokemondb.net/pokedex/dreepy,,,,,,,,Cursed Body,Infiltrator,Clear Body,,,
886,https://pokemondb.net/pokedex/drakloak,Drakloak,11.0 kg ,1.4 m ,Dragon,Ghost,,,,,,,,,,Cursed Body,Infiltrator,Clear Body,,,
884,https://pokemondb.net/pokedex/duraludon,Duraludon,40.0 kg ,1.8 m ,Steel,Dragon,#1018-Archaludon-https://pokemondb.net/pokedex/archaludon,,,,,,,,,Stalwart,Heavy Metal,Light Metal,,,
882,https://pokemondb.net/pokedex/dracovish,Dracovish,215.0 kg ,2.3 m ,Water,Dragon,,,,,,,,,,Sand Rush,Strong Jaw,Water Absorb,,,
883,https://pokemondb.net/pokedex/arctovish,Arctovish,175.0 kg ,2.0 m ,Water,Ice,,,,,,,,,,Slush Rush,Ice Body,Water Absorb,,,
869,https://pokemondb.net/pokedex/alcremie,Alcremie,0.5 kg ,0.3 m ,Fairy,,,,,,,,,,,Aroma Veil,Sweet Veil,,,,
881,https://pokemondb.net/pokedex/arctozolt,Arctozolt,150.0 kg ,2.3 m ,Electric,Ice,,,,,,,,,,Slush Rush,Static,Volt Absorb,,,
880,https://pokemondb.net/pokedex/dracozolt,Dracozolt,190.0 kg ,1.8 m ,Electric,Dragon,,,,,,,,,,Sand Rush,Hustle,Volt Absorb,,,
879,https://pokemondb.net/pokedex/copperajah,Copperajah,650.0 kg ,3.0 m ,Steel,,,,,,,,,,,Heavy Metal,Sheer Force,,,,
878,https://pokemondb.net/pokedex/cufant,Cufant,100.0 kg ,1.2 m ,Steel,,#0879-Copperajah-https://pokemondb.net/pokedex/copperajah,,,,,,,,,Heavy Metal,Sheer Force,,,,
868,https://pokemondb.net/pokedex/milcery,Milcery,0.3 kg ,0.2 m ,Fairy,,#0869-Alcremie-https://pokemondb.net/pokedex/alcremie,,,,,,,,,Aroma Veil,Sweet Veil,,,,
862,https://pokemondb.net/pokedex/obstagoon,Obstagoon,46.0 kg ,1.6 m ,Dark,Normal,,,,,,,,,,Defiant,Guts,Reckless,,,
865,https://pokemondb.net/pokedex/sirfetchd,Sirfetch'd,117.0 kg ,0.8 m ,Fighting,,,,,,,,,,,Scrappy,Steadfast,,,,
867,https://pokemondb.net/pokedex/runerigus,Runerigus,66.6 kg ,1.6 m ,Ground,Ghost,,,,,,,,,,Wandering Spirit,,,,,
866,https://pokemondb.net/pokedex/mr-rime,Mr. Rime,58.2 kg ,1.5 m ,Ice,Psychic,,,,,,,,,,Ice Body,Screen Cleaner,Tangled Feet,,,
863,https://pokemondb.net/pokedex/perrserker,Perrserker,28.0 kg ,0.8 m ,Steel,,,,,,,,,,,Steely Spirit,Tough Claws,Battle Armor,,,
864,https://pokemondb.net/pokedex/cursola,Cursola,0.4 kg ,1.0 m ,Ghost,,,,,,,,,,,Perish Body,Weak Armor,,,,
860,https://pokemondb.net/pokedex/morgrem,Morgrem,12.5 kg ,0.8 m ,Dark,Fairy,,,,,,,,,,Pickpocket,Frisk,Prankster,,,
861,https://pokemondb.net/pokedex/grimmsnarl,Grimmsnarl,61.0 kg ,1.5 m ,Dark,Fairy,,,,,,,,,,Pickpocket,Frisk,Prankster,,,
858,https://pokemondb.net/pokedex/hatterene,Hatterene,5.1 kg ,2.1 m ,Psychic,Fairy,,,,,,,,,,Magic Bounce,Anticipation,Healer,,,
854,https://pokemondb.net/pokedex/polteageist,Polteageist,0.4 kg ,0.2 m ,Ghost,,#0854-Sinistea-https://pokemondb.net/pokedex/sinistea,,,,,,,,,Cursed Body,Weak Armor,,,,
857,https://pokemondb.net/pokedex/hattrem,Hattrem,4.8 kg ,0.6 m ,Psychic,,,,,,,,,,,Magic Bounce,Anticipation,Healer,,,
856,https://pokemondb.net/pokedex/hatenna,Hatenna,3.4 kg ,0.4 m ,Psychic,,#0858-Hatterene-https://pokemondb.net/pokedex/hatterene,#0857-Hattrem-https://pokemondb.net/pokedex/hattrem,,,,,,,,Magic Bounce,Anticipation,Healer,,,
855,https://pokemondb.net/pokedex/polteageist,Polteageist,0.4 kg ,0.2 m ,Ghost,,,,,,,,,,,Cursed Body,Weak Armor,,,,
859,https://pokemondb.net/pokedex/impidimp,Impidimp,5.5 kg ,0.4 m ,Dark,Fairy,#0861-Grimmsnarl-https://pokemondb.net/pokedex/grimmsnarl,#0860-Morgrem-https://pokemondb.net/pokedex/morgrem,,,,,,,,Pickpocket,Frisk,Prankster,,,
853,https://pokemondb.net/pokedex/grapploct,Grapploct,39.0 kg ,1.6 m ,Fighting,,,,,,,,,,,Technician,Limber,,,,
852,https://pokemondb.net/pokedex/clobbopus,Clobbopus,4.0 kg ,0.6 m ,Fighting,,#0853-Grapploct-https://pokemondb.net/pokedex/grapploct,,,,,,,,,Technician,Limber,,,,
851,https://pokemondb.net/pokedex/centiskorch,Centiskorch,120.0 kg ,3.0 m ,Fire,Bug,,,,,,,,,,Flame Body,White Smoke,Flash Fire,,,
850,https://pokemondb.net/pokedex/sizzlipede,Sizzlipede,1.0 kg ,0.7 m ,Fire,Bug,#0851-Centiskorch-https://pokemondb.net/pokedex/centiskorch,,,,,,,,,Flame Body,White Smoke,Flash Fire,,,
844,https://pokemondb.net/pokedex/sandaconda,Sandaconda,65.5 kg ,3.8 m ,Ground,,,,,,,,,,,Sand Veil,Shed Skin,Sand Spit,,,
848,https://pokemondb.net/pokedex/toxtricity,Toxtricity,40.0 kg ,1.6 m ,Electric,Poison,#0848-Toxel-https://pokemondb.net/pokedex/toxel,,,,,,,,,Technician,Minus,Punk Rock,Plus,,
843,https://pokemondb.net/pokedex/silicobra,Silicobra,7.6 kg ,2.2 m ,Ground,,#0844-Sandaconda-https://pokemondb.net/pokedex/sandaconda,,,,,,,,,Sand Veil,Shed Skin,Sand Spit,,,
842,https://pokemondb.net/pokedex/appletun,Appletun,13.0 kg ,0.4 m ,Grass,Dragon,,,,,,,,,,Thick Fat,Gluttony,Ripen,,,
846,https://pokemondb.net/pokedex/arrokuda,Arrokuda,1.0 kg ,0.5 m ,Water,,#0847-Barraskewda-https://pokemondb.net/pokedex/barraskewda,,,,,,,,,Propeller Tail,Swift Swim,,,,
849,https://pokemondb.net/pokedex/toxtricity,Toxtricity,40.0 kg ,1.6 m ,Electric,Poison,,,,,,,,,,Technician,Minus,Punk Rock,Plus,,
845,https://pokemondb.net/pokedex/cramorant,Cramorant,18.0 kg ,0.8 m ,Flying,Water,,,,,,,,,,Gulp Missile,,,,,
839,https://pokemondb.net/pokedex/coalossal,Coalossal,310.5 kg ,2.8 m ,Rock,Fire,,,,,,,,,,Flash Fire,Flame Body,Steam Engine,,,
838,https://pokemondb.net/pokedex/carkol,Carkol,78.0 kg ,1.1 m ,Rock,Fire,,,,,,,,,,Flash Fire,Flame Body,Steam Engine,,,
835,https://pokemondb.net/pokedex/boltund,Boltund,34.0 kg ,1.0 m ,Electric,,#0835-Yamper-https://pokemondb.net/pokedex/yamper,,,,,,,,,Competitive,Strong Jaw,,,,
834,https://pokemondb.net/pokedex/drednaw,Drednaw,115.5 kg ,1.0 m ,Water,Rock,,,,,,,,,,Swift Swim,Shell Armor,Strong Jaw,,,
837,https://pokemondb.net/pokedex/rolycoly,Rolycoly,12.0 kg ,0.3 m ,Rock,,#0839-Coalossal-https://pokemondb.net/pokedex/coalossal,#0838-Carkol-https://pokemondb.net/pokedex/carkol,,,,,,,,Flash Fire,Heatproof,Steam Engine,,,
840,https://pokemondb.net/pokedex/flapple,Flapple,1.0 kg ,0.3 m ,Grass,Dragon,#1019-Hydrapple-https://pokemondb.net/pokedex/hydrapple,#1011-Dipplin-https://pokemondb.net/pokedex/dipplin,#0842-Appletun-https://pokemondb.net/pokedex/appletun,#0840-Applin-https://pokemondb.net/pokedex/applin,,,,,,Hustle,Gluttony,Ripen,,,
841,https://pokemondb.net/pokedex/flapple,Flapple,1.0 kg ,0.3 m ,Grass,Dragon,,,,,,,,,,Hustle,Gluttony,Ripen,,,
