pokemon_id,url_page,pokemon_name,peso,altura,tipo 1,tipo 2,abilities,evolutions
0868,https://pokemondb.net/pokedex/milcery,Milcery,0.3 kg (0.7 lbs),0.2 m (0′08″),Fairy,,Sweet Veil|Aroma Veil|,#0868-Milcery-https://pokemondb.net/pokedex/milcery|#0868-Milcery-https://pokemondb.net/pokedex/milcery|#0869-Alcremie-https://pokemondb.net/pokedex/alcremie|
0862,https://pokemondb.net/pokedex/obstagoon,Obstagoon,46.0 kg (101.4 lbs),1.6 m (5′03″),Dark,Normal,Reckless|Guts|Defiant|,#0263-Zigzagoon-https://pokemondb.net/pokedex/zigzagoon|#0263-Zigzagoon-https://pokemondb.net/pokedex/zigzagoon|#0264-Linoone-https://pokemondb.net/pokedex/linoone|#0263-Zigzagoon-https://pokemondb.net/pokedex/zigzagoon|#0263-Zigzagoon-https://pokemondb.net/pokedex/zigzagoon|#0264-Linoone-https://pokemondb.net/pokedex/linoone|#0862-Obstagoon-https://pokemondb.net/pokedex/obstagoon|
0865,https://pokemondb.net/pokedex/sirfetchd,Sirfetch'd,117.0 kg (257.9 lbs),0.8 m (2′07″),Fighting,,Steadfast|Scrappy|,#0083-Farfetch'd-https://pokemondb.net/pokedex/farfetchd|#0083-Farfetch'd-https://pokemondb.net/pokedex/farfetchd|#0865-Sirfetch'd-https://pokemondb.net/pokedex/sirfetchd|
0867,https://pokemondb.net/pokedex/runerigus,Runerigus,66.6 kg (146.8 lbs),1.6 m (5′03″),Ground,Ghost,Wandering Spirit|,#0562-Yamask-https://pokemondb.net/pokedex/yamask|#0562-Yamask-https://pokemondb.net/pokedex/yamask|#0563-Cofagrigus-https://pokemondb.net/pokedex/cofagrigus|#0562-Yamask-https://pokemondb.net/pokedex/yamask|#0562-Yamask-https://pokemondb.net/pokedex/yamask|#0867-Runerigus-https://pokemondb.net/pokedex/runerigus|
0866,https://pokemondb.net/pokedex/mr-rime,Mr. Rime,58.2 kg (128.3 lbs),1.5 m (4′11″),Ice,Psychic,Tangled Feet|Screen Cleaner|Ice Body|,#0439-Mime Jr.-https://pokemondb.net/pokedex/mime-jr|#0439-Mime Jr.-https://pokemondb.net/pokedex/mime-jr|#0122-Mr. Mime-https://pokemondb.net/pokedex/mr-mime|#0122-Mr. Mime-https://pokemondb.net/pokedex/mr-mime|#0122-Mr. Mime-https://pokemondb.net/pokedex/mr-mime|#0122-Mr. Mime-https://pokemondb.net/pokedex/mr-mime|#0866-Mr. Rime-https://pokemondb.net/pokedex/mr-rime|#0122-Mr. Mime-https://pokemondb.net/pokedex/mr-mime|#0122-Mr. Mime-https://pokemondb.net/pokedex/mr-mime|#0122-Mr. Mime-https://pokemondb.net/pokedex/mr-mime|#0122-Mr. Mime-https://pokemondb.net/pokedex/mr-mime|#0866-Mr. Rime-https://pokemondb.net/pokedex/mr-rime|
0863,https://pokemondb.net/pokedex/perrserker,Perrserker,28.0 kg (61.7 lbs),0.8 m (2′07″),Steel,,Battle Armor|Tough Claws|Steely Spirit|,#0052-Meowth-https://pokemondb.net/pokedex/meowth|#0052-Meowth-https://pokemondb.net/pokedex/meowth|#0053-Persian-https://pokemondb.net/pokedex/persian|#0052-Meowth-https://pokemondb.net/pokedex/meowth|#0052-Meowth-https://pokemondb.net/pokedex/meowth|#0053-Persian-https://pokemondb.net/pokedex/persian|#0052-Meowth-https://pokemondb.net/pokedex/meowth|#0052-Meowth-https://pokemondb.net/pokedex/meowth|#0863-Perrserker-https://pokemondb.net/pokedex/perrserker|
0864,https://pokemondb.net/pokedex/cursola,Cursola,0.4 kg (0.9 lbs),1.0 m (3′03″),Ghost,,Weak Armor|Perish Body|,#0222-Corsola-https://pokemondb.net/pokedex/corsola|#0222-Corsola-https://pokemondb.net/pokedex/corsola|#0864-Cursola-https://pokemondb.net/pokedex/cursola|
0860,https://pokemondb.net/pokedex/morgrem,Morgrem,12.5 kg (27.6 lbs),0.8 m (2′07″),Dark,Fairy,Prankster|Frisk|Pickpocket|,#0859-Impidimp-https://pokemondb.net/pokedex/impidimp|#0859-Impidimp-https://pokemondb.net/pokedex/impidimp|#0860-Morgrem-https://pokemondb.net/pokedex/morgrem|#0861-Grimmsnarl-https://pokemondb.net/pokedex/grimmsnarl|
0861,https://pokemondb.net/pokedex/grimmsnarl,Grimmsnarl,61.0 kg (134.5 lbs),1.5 m (4′11″),Dark,Fairy,Prankster|Frisk|Pickpocket|,#0859-Impidimp-https://pokemondb.net/pokedex/impidimp|#0859-Impidimp-https://pokemondb.net/pokedex/impidimp|#0860-Morgrem-https://pokemondb.net/pokedex/morgrem|#0861-Grimmsnarl-https://pokemondb.net/pokedex/grimmsnarl|
0858,https://pokemondb.net/pokedex/hatterene,Hatterene,5.1 kg (11.2 lbs),2.1 m (6′11″),Psychic,Fairy,Healer|Anticipation|Magic Bounce|,#0856-Hatenna-https://pokemondb.net/pokedex/hatenna|#0856-Hatenna-https://pokemondb.net/pokedex/hatenna|#0857-Hattrem-https://pokemondb.net/pokedex/hattrem|#0858-Hatterene-https://pokemondb.net/pokedex/hatterene|
0854,https://pokemondb.net/pokedex/sinistea,Sinistea,0.2 kg (0.4 lbs),0.1 m (0′04″),Ghost,,Weak Armor|Cursed Body|,#0854-Sinistea-https://pokemondb.net/pokedex/sinistea|#0854-Sinistea-https://pokemondb.net/pokedex/sinistea|#0855-Polteageist-https://pokemondb.net/pokedex/polteageist|
0857,https://pokemondb.net/pokedex/hattrem,Hattrem,4.8 kg (10.6 lbs),0.6 m (2′00″),Psychic,,Healer|Anticipation|Magic Bounce|,#0856-Hatenna-https://pokemondb.net/pokedex/hatenna|#0856-Hatenna-https://pokemondb.net/pokedex/hatenna|#0857-Hattrem-https://pokemondb.net/pokedex/hattrem|#0858-Hatterene-https://pokemondb.net/pokedex/hatterene|
0856,https://pokemondb.net/pokedex/hatenna,Hatenna,3.4 kg (7.5 lbs),0.4 m (1′04″),Psychic,,Healer|Anticipation|Magic Bounce|,#0856-Hatenna-https://pokemondb.net/pokedex/hatenna|#0856-Hatenna-https://pokemondb.net/pokedex/hatenna|#0857-Hattrem-https://pokemondb.net/pokedex/hattrem|#0858-Hatterene-https://pokemondb.net/pokedex/hatterene|
0855,https://pokemondb.net/pokedex/polteageist,Polteageist,0.4 kg (0.9 lbs),0.2 m (0′08″),Ghost,,Weak Armor|Cursed Body|,#0854-Sinistea-https://pokemondb.net/pokedex/sinistea|#0854-Sinistea-https://pokemondb.net/pokedex/sinistea|#0855-Polteageist-https://pokemondb.net/pokedex/polteageist|
0859,https://pokemondb.net/pokedex/impidimp,Impidimp,5.5 kg (12.1 lbs),0.4 m (1′04″),Dark,Fairy,Prankster|Frisk|Pickpocket|,#0859-Impidimp-https://pokemondb.net/pokedex/impidimp|#0859-Impidimp-https://pokemondb.net/pokedex/impidimp|#0860-Morgrem-https://pokemondb.net/pokedex/morgrem|#0861-Grimmsnarl-https://pokemondb.net/pokedex/grimmsnarl|
0853,https://pokemondb.net/pokedex/grapploct,Grapploct,39.0 kg (86.0 lbs),1.6 m (5′03″),Fighting,,Limber|Technician|,#0852-Clobbopus-https://pokemondb.net/pokedex/clobbopus|#0852-Clobbopus-https://pokemondb.net/pokedex/clobbopus|#0853-Grapploct-https://pokemondb.net/pokedex/grapploct|
0852,https://pokemondb.net/pokedex/clobbopus,Clobbopus,4.0 kg (8.8 lbs),0.6 m (2′00″),Fighting,,Limber|Technician|,#0852-Clobbopus-https://pokemondb.net/pokedex/clobbopus|#0852-Clobbopus-https://pokemondb.net/pokedex/clobbopus|#0853-Grapploct-https://pokemondb.net/pokedex/grapploct|
0851,https://pokemondb.net/pokedex/centiskorch,Centiskorch,120.0 kg (264.6 lbs),3.0 m (9′10″),Fire,Bug,Flash Fire|White Smoke|Flame Body|,#0850-Sizzlipede-https://pokemondb.net/pokedex/sizzlipede|#0850-Sizzlipede-https://pokemondb.net/pokedex/sizzlipede|#0851-Centiskorch-https://pokemondb.net/pokedex/centiskorch|
0850,https://pokemondb.net/pokedex/sizzlipede,Sizzlipede,1.0 kg (2.2 lbs),0.7 m (2′04″),Fire,Bug,Flash Fire|White Smoke|Flame Body|,#0850-Sizzlipede-https://pokemondb.net/pokedex/sizzlipede|#0850-Sizzlipede-https://pokemondb.net/pokedex/sizzlipede|#0851-Centiskorch-https://pokemondb.net/pokedex/centiskorch|
0844,https://pokemondb.net/pokedex/sandaconda,Sandaconda,65.5 kg (144.4 lbs),3.8 m (12′06″),Ground,,Sand Spit|Shed Skin|Sand Veil|,#0843-Silicobra-https://pokemondb.net/pokedex/silicobra|#0843-Silicobra-https://pokemondb.net/pokedex/silicobra|#0844-Sandaconda-https://pokemondb.net/pokedex/sandaconda|
0848,https://pokemondb.net/pokedex/toxel,Toxel,11.0 kg (24.3 lbs),0.4 m (1′04″),Electric,Poison,Rattled|Static|Klutz|,#0848-Toxel-https://pokemondb.net/pokedex/toxel|#0848-Toxel-https://pokemondb.net/pokedex/toxel|#0849-Toxtricity-https://pokemondb.net/pokedex/toxtricity|#0849-Toxtricity-https://pokemondb.net/pokedex/toxtricity|#0849-Toxtricity-https://pokemondb.net/pokedex/toxtricity|#0849-Toxtricity-https://pokemondb.net/pokedex/toxtricity|#0849-Toxtricity-https://pokemondb.net/pokedex/toxtricity|#0849-Toxtricity-https://pokemondb.net/pokedex/toxtricity|#0849-Toxtricity-https://pokemondb.net/pokedex/toxtricity|#0849-Toxtricity-https://pokemondb.net/pokedex/toxtricity|
0843,https://pokemondb.net/pokedex/silicobra,Silicobra,7.6 kg (16.8 lbs),2.2 m (7′03″),Ground,,Sand Spit|Shed Skin|Sand Veil|,#0843-Silicobra-https://pokemondb.net/pokedex/silicobra|#0843-Silicobra-https://pokemondb.net/pokedex/silicobra|#0844-Sandaconda-https://pokemondb.net/pokedex/sandaconda|
0842,https://pokemondb.net/pokedex/appletun,Appletun,13.0 kg (28.7 lbs),0.4 m (1′04″),Grass,Dragon,Ripen|Gluttony|Thick Fat|,#0840-Applin-https://pokemondb.net/pokedex/applin|#0840-Applin-https://pokemondb.net/pokedex/applin|#0841-Flapple-https://pokemondb.net/pokedex/flapple|#0841-Flapple-https://pokemondb.net/pokedex/flapple|#0842-Appletun-https://pokemondb.net/pokedex/appletun|#0842-Appletun-https://pokemondb.net/pokedex/appletun|#1011-Dipplin-https://pokemondb.net/pokedex/dipplin|#1011-Dipplin-https://pokemondb.net/pokedex/dipplin|#1019-Hydrapple-https://pokemondb.net/pokedex/hydrapple|#0841-Flapple-https://pokemondb.net/pokedex/flapple|#0841-Flapple-https://pokemondb.net/pokedex/flapple|#0842-Appletun-https://pokemondb.net/pokedex/appletun|#0842-Appletun-https://pokemondb.net/pokedex/appletun|#1011-Dipplin-https://pokemondb.net/pokedex/dipplin|#1011-Dipplin-https://pokemondb.net/pokedex/dipplin|#1019-Hydrapple-https://pokemondb.net/pokedex/hydrapple|
0846,https://pokemondb.net/pokedex/arrokuda,Arrokuda,1.0 kg (2.2 lbs),0.5 m (1′08″),Water,,Swift Swim|Propeller Tail|,#0846-Arrokuda-https://pokemondb.net/pokedex/arrokuda|#0846-Arrokuda-https://pokemondb.net/pokedex/arrokuda|#0847-Barraskewda-https://pokemondb.net/pokedex/barraskewda|
0849,https://pokemondb.net/pokedex/toxtricity,Toxtricity,40.0 kg (88.2 lbs),1.6 m (5′03″),Electric,Poison,Punk Rock|Plus|Technician|Punk Rock|Minus|Technician|,#0848-Toxel-https://pokemondb.net/pokedex/toxel|#0848-Toxel-https://pokemondb.net/pokedex/toxel|#0849-Toxtricity-https://pokemondb.net/pokedex/toxtricity|#0849-Toxtricity-https://pokemondb.net/pokedex/toxtricity|#0849-Toxtricity-https://pokemondb.net/pokedex/toxtricity|#0849-Toxtricity-https://pokemondb.net/pokedex/toxtricity|#0849-Toxtricity-https://pokemondb.net/pokedex/toxtricity|#0849-Toxtricity-https://pokemondb.net/pokedex/toxtricity|#0849-Toxtricity-https://pokemondb.net/pokedex/toxtricity|#0849-Toxtricity-https://pokemondb.net/pokedex/toxtricity|
0845,https://pokemondb.net/pokedex/cramorant,Cramorant,18.0 kg (39.7 lbs),0.8 m (2′07″),Flying,Water,Gulp Missile|,
0839,https://pokemondb.net/pokedex/coalossal,Coalossal,310.5 kg (684.5 lbs),2.8 m (9′02″),Rock,Fire,Steam Engine|Flame Body|Flash Fire|,#0837-Rolycoly-https://pokemondb.net/pokedex/rolycoly|#0837-Rolycoly-https://pokemondb.net/pokedex/rolycoly|#0838-Carkol-https://pokemondb.net/pokedex/carkol|#0839-Coalossal-https://pokemondb.net/pokedex/coalossal|
0838,https://pokemondb.net/pokedex/carkol,Carkol,78.0 kg (172.0 lbs),1.1 m (3′07″),Rock,Fire,Steam Engine|Flame Body|Flash Fire|,#0837-Rolycoly-https://pokemondb.net/pokedex/rolycoly|#0837-Rolycoly-https://pokemondb.net/pokedex/rolycoly|#0838-Carkol-https://pokemondb.net/pokedex/carkol|#0839-Coalossal-https://pokemondb.net/pokedex/coalossal|
0835,https://pokemondb.net/pokedex/yamper,Yamper,13.5 kg (29.8 lbs),0.3 m (1′00″),Electric,,Ball Fetch|Rattled|,#0835-Yamper-https://pokemondb.net/pokedex/yamper|#0835-Yamper-https://pokemondb.net/pokedex/yamper|#0836-Boltund-https://pokemondb.net/pokedex/boltund|
0834,https://pokemondb.net/pokedex/drednaw,Drednaw,115.5 kg (254.6 lbs),1.0 m (3′03″),Water,Rock,Strong Jaw|Shell Armor|Swift Swim|,#0833-Chewtle-https://pokemondb.net/pokedex/chewtle|#0833-Chewtle-https://pokemondb.net/pokedex/chewtle|#0834-Drednaw-https://pokemondb.net/pokedex/drednaw|
0837,https://pokemondb.net/pokedex/rolycoly,Rolycoly,12.0 kg (26.5 lbs),0.3 m (1′00″),Rock,,Steam Engine|Heatproof|Flash Fire|,#0837-Rolycoly-https://pokemondb.net/pokedex/rolycoly|#0837-Rolycoly-https://pokemondb.net/pokedex/rolycoly|#0838-Carkol-https://pokemondb.net/pokedex/carkol|#0839-Coalossal-https://pokemondb.net/pokedex/coalossal|
0840,https://pokemondb.net/pokedex/applin,Applin,0.5 kg (1.1 lbs),0.2 m (0′08″),Grass,Dragon,Ripen|Gluttony|Bulletproof|,#0840-Applin-https://pokemondb.net/pokedex/applin|#0840-Applin-https://pokemondb.net/pokedex/applin|#0841-Flapple-https://pokemondb.net/pokedex/flapple|#0841-Flapple-https://pokemondb.net/pokedex/flapple|#0842-Appletun-https://pokemondb.net/pokedex/appletun|#0842-Appletun-https://pokemondb.net/pokedex/appletun|#1011-Dipplin-https://pokemondb.net/pokedex/dipplin|#1011-Dipplin-https://pokemondb.net/pokedex/dipplin|#1019-Hydrapple-https://pokemondb.net/pokedex/hydrapple|#0841-Flapple-https://pokemondb.net/pokedex/flapple|#0841-Flapple-https://pokemondb.net/pokedex/flapple|#0842-Appletun-https://pokemondb.net/pokedex/appletun|#0842-Appletun-https://pokemondb.net/pokedex/appletun|#1011-Dipplin-https://pokemondb.net/pokedex/dipplin|#1011-Dipplin-https://pokemondb.net/pokedex/dipplin|#1019-Hydrapple-https://pokemondb.net/pokedex/hydrapple|
0841,https://pokemondb.net/pokedex/flapple,Flapple,1.0 kg (2.2 lbs),0.3 m (1′00″),Grass,Dragon,Ripen|Gluttony|Hustle|,#0840-Applin-https://pokemondb.net/pokedex/applin|#0840-Applin-https://pokemondb.net/pokedex/applin|#0841-Flapple-https://pokemondb.net/pokedex/flapple|#0841-Flapple-https://pokemondb.net/pokedex/flapple|#0842-Appletun-https://pokemondb.net/pokedex/appletun|#0842-Appletun-https://pokemondb.net/pokedex/appletun|#1011-Dipplin-https://pokemondb.net/pokedex/dipplin|#1011-Dipplin-https://pokemondb.net/pokedex/dipplin|#1019-Hydrapple-https://pokemondb.net/pokedex/hydrapple|#0841-Flapple-https://pokemondb.net/pokedex/flapple|#0841-Flapple-https://pokemondb.net/pokedex/flapple|#0842-Appletun-https://pokemondb.net/pokedex/appletun|#0842-Appletun-https://pokemondb.net/pokedex/appletun|#1011-Dipplin-https://pokemondb.net/pokedex/dipplin|#1011-Dipplin-https://pokemondb.net/pokedex/dipplin|#1019-Hydrapple-https://pokemondb.net/pokedex/hydrapple|
0833,https://pokemondb.net/pokedex/chewtle,Chewtle,8.5 kg (18.7 lbs),0.3 m (1′00″),Water,,Strong Jaw|Shell Armor|Swift Swim|,#0833-Chewtle-https://pokemondb.net/pokedex/chewtle|#0833-Chewtle-https://pokemondb.net/pokedex/chewtle|#0834-Drednaw-https://pokemondb.net/pokedex/drednaw|
0836,https://pokemondb.net/pokedex/boltund,Boltund,34.0 kg (75.0 lbs),1.0 m (3′03″),Electric,,Strong Jaw|Competitive|,#0835-Yamper-https://pokemondb.net/pokedex/yamper|#0835-Yamper-https://pokemondb.net/pokedex/yamper|#0836-Boltund-https://pokemondb.net/pokedex/boltund|
0829,https://pokemondb.net/pokedex/gossifleur,Gossifleur,2.2 kg (4.9 lbs),0.4 m (1′04″),Grass,,Cotton Down|Regenerator|Effect Spore|,#0829-Gossifleur-https://pokemondb.net/pokedex/gossifleur|#0829-Gossifleur-https://pokemondb.net/pokedex/gossifleur|#0830-Eldegoss-https://pokemondb.net/pokedex/eldegoss|
0830,https://pokemondb.net/pokedex/eldegoss,Eldegoss,2.5 kg (5.5 lbs),0.5 m (1′08″),Grass,,Cotton Down|Regenerator|Effect Spore|,#0829-Gossifleur-https://pokemondb.net/pokedex/gossifleur|#0829-Gossifleur-https://pokemondb.net/pokedex/gossifleur|#0830-Eldegoss-https://pokemondb.net/pokedex/eldegoss|
0832,https://pokemondb.net/pokedex/dubwool,Dubwool,43.0 kg (94.8 lbs),1.3 m (4′03″),Normal,,Fluffy|Steadfast|Bulletproof|,#0831-Wooloo-https://pokemondb.net/pokedex/wooloo|#0831-Wooloo-https://pokemondb.net/pokedex/wooloo|#0832-Dubwool-https://pokemondb.net/pokedex/dubwool|
0820,https://pokemondb.net/pokedex/greedent,Greedent,6.0 kg (13.2 lbs),0.6 m (2′00″),Normal,,Cheek Pouch|Gluttony|,#0819-Skwovet-https://pokemondb.net/pokedex/skwovet|#0819-Skwovet-https://pokemondb.net/pokedex/skwovet|#0820-Greedent-https://pokemondb.net/pokedex/greedent|
0818,https://pokemondb.net/pokedex/inteleon,Inteleon,45.2 kg (99.6 lbs),1.9 m (6′03″),Water,,Torrent|Sniper|,#0816-Sobble-https://pokemondb.net/pokedex/sobble|#0816-Sobble-https://pokemondb.net/pokedex/sobble|#0817-Drizzile-https://pokemondb.net/pokedex/drizzile|#0818-Inteleon-https://pokemondb.net/pokedex/inteleon|
0816,https://pokemondb.net/pokedex/sobble,Sobble,4.0 kg (8.8 lbs),0.3 m (1′00″),Water,,Torrent|Sniper|,#0816-Sobble-https://pokemondb.net/pokedex/sobble|#0816-Sobble-https://pokemondb.net/pokedex/sobble|#0817-Drizzile-https://pokemondb.net/pokedex/drizzile|#0818-Inteleon-https://pokemondb.net/pokedex/inteleon|
0831,https://pokemondb.net/pokedex/wooloo,Wooloo,6.0 kg (13.2 lbs),0.6 m (2′00″),Normal,,Fluffy|Run Away|Bulletproof|,#0831-Wooloo-https://pokemondb.net/pokedex/wooloo|#0831-Wooloo-https://pokemondb.net/pokedex/wooloo|#0832-Dubwool-https://pokemondb.net/pokedex/dubwool|
0828,https://pokemondb.net/pokedex/thievul,Thievul,19.9 kg (43.9 lbs),1.2 m (3′11″),Dark,,Run Away|Unburden|Stakeout|,#0827-Nickit-https://pokemondb.net/pokedex/nickit|#0827-Nickit-https://pokemondb.net/pokedex/nickit|#0828-Thievul-https://pokemondb.net/pokedex/thievul|
0819,https://pokemondb.net/pokedex/skwovet,Skwovet,2.5 kg (5.5 lbs),0.3 m (1′00″),Normal,,Cheek Pouch|Gluttony|,#0819-Skwovet-https://pokemondb.net/pokedex/skwovet|#0819-Skwovet-https://pokemondb.net/pokedex/skwovet|#0820-Greedent-https://pokemondb.net/pokedex/greedent|
0813,https://pokemondb.net/pokedex/scorbunny,Scorbunny,4.5 kg (9.9 lbs),0.3 m (1′00″),Fire,,Blaze|Libero|,#0813-Scorbunny-https://pokemondb.net/pokedex/scorbunny|#0813-Scorbunny-https://pokemondb.net/pokedex/scorbunny|#0814-Raboot-https://pokemondb.net/pokedex/raboot|#0815-Cinderace-https://pokemondb.net/pokedex/cinderace|
0815,https://pokemondb.net/pokedex/cinderace,Cinderace,33.0 kg (72.8 lbs),1.4 m (4′07″),Fire,,Blaze|Libero|,#0813-Scorbunny-https://pokemondb.net/pokedex/scorbunny|#0813-Scorbunny-https://pokemondb.net/pokedex/scorbunny|#0814-Raboot-https://pokemondb.net/pokedex/raboot|#0815-Cinderace-https://pokemondb.net/pokedex/cinderace|
0809,https://pokemondb.net/pokedex/melmetal,Melmetal,800.0 kg (1763.7 lbs),2.5 m (8′02″),Steel,,Iron Fist|,#0808-Meltan-https://pokemondb.net/pokedex/meltan|#0808-Meltan-https://pokemondb.net/pokedex/meltan|#0809-Melmetal-https://pokemondb.net/pokedex/melmetal|
0814,https://pokemondb.net/pokedex/raboot,Raboot,9.0 kg (19.8 lbs),0.6 m (2′00″),Fire,,Blaze|Libero|,#0813-Scorbunny-https://pokemondb.net/pokedex/scorbunny|#0813-Scorbunny-https://pokemondb.net/pokedex/scorbunny|#0814-Raboot-https://pokemondb.net/pokedex/raboot|#0815-Cinderace-https://pokemondb.net/pokedex/cinderace|
0812,https://pokemondb.net/pokedex/rillaboom,Rillaboom,90.0 kg (198.4 lbs),2.1 m (6′11″),Grass,,Overgrow|Grassy Surge|,#0810-Grookey-https://pokemondb.net/pokedex/grookey|#0810-Grookey-https://pokemondb.net/pokedex/grookey|#0811-Thwackey-https://pokemondb.net/pokedex/thwackey|#0812-Rillaboom-https://pokemondb.net/pokedex/rillaboom|
0811,https://pokemondb.net/pokedex/thwackey,Thwackey,14.0 kg (30.9 lbs),0.7 m (2′04″),Grass,,Overgrow|Grassy Surge|,#0810-Grookey-https://pokemondb.net/pokedex/grookey|#0810-Grookey-https://pokemondb.net/pokedex/grookey|#0811-Thwackey-https://pokemondb.net/pokedex/thwackey|#0812-Rillaboom-https://pokemondb.net/pokedex/rillaboom|
0810,https://pokemondb.net/pokedex/grookey,Grookey,5.0 kg (11.0 lbs),0.3 m (1′00″),Grass,,Overgrow|Grassy Surge|,#0810-Grookey-https://pokemondb.net/pokedex/grookey|#0810-Grookey-https://pokemondb.net/pokedex/grookey|#0811-Thwackey-https://pokemondb.net/pokedex/thwackey|#0812-Rillaboom-https://pokemondb.net/pokedex/rillaboom|
0808,https://pokemondb.net/pokedex/meltan,Meltan,8.0 kg (17.6 lbs),0.2 m (0′08″),Steel,,Magnet Pull|,#0808-Meltan-https://pokemondb.net/pokedex/meltan|#0808-Meltan-https://pokemondb.net/pokedex/meltan|#0809-Melmetal-https://pokemondb.net/pokedex/melmetal|
0807,https://pokemondb.net/pokedex/zeraora,Zeraora,44.5 kg (98.1 lbs),1.5 m (4′11″),Electric,,Volt Absorb|,
0806,https://pokemondb.net/pokedex/blacephalon,Blacephalon,13.0 kg (28.7 lbs),1.8 m (5′11″),Fire,Ghost,Beast Boost|,
0804,https://pokemondb.net/pokedex/naganadel,Naganadel,150.0 kg (330.7 lbs),3.6 m (11′10″),Poison,Dragon,Beast Boost|,#0803-Poipole-https://pokemondb.net/pokedex/poipole|#0803-Poipole-https://pokemondb.net/pokedex/poipole|#0804-Naganadel-https://pokemondb.net/pokedex/naganadel|
0797,https://pokemondb.net/pokedex/celesteela,Celesteela,999.9 kg (2204.4 lbs),9.2 m (30′02″),Steel,Flying,Beast Boost|,
0805,https://pokemondb.net/pokedex/stakataka,Stakataka,820.0 kg (1807.8 lbs),5.5 m (18′01″),Rock,Steel,Beast Boost|,
0795,https://pokemondb.net/pokedex/pheromosa,Pheromosa,25.0 kg (55.1 lbs),1.8 m (5′11″),Bug,Fighting,Beast Boost|,
0796,https://pokemondb.net/pokedex/xurkitree,Xurkitree,100.0 kg (220.5 lbs),3.8 m (12′06″),Electric,,Beast Boost|,
0793,https://pokemondb.net/pokedex/nihilego,Nihilego,55.5 kg (122.4 lbs),1.2 m (3′11″),Rock,Poison,Beast Boost|,
0789,https://pokemondb.net/pokedex/cosmog,Cosmog,0.1 kg (0.2 lbs),0.2 m (0′08″),Psychic,,Unaware|,#0789-Cosmog-https://pokemondb.net/pokedex/cosmog|#0789-Cosmog-https://pokemondb.net/pokedex/cosmog|#0790-Cosmoem-https://pokemondb.net/pokedex/cosmoem|#0791-Solgaleo-https://pokemondb.net/pokedex/solgaleo|#0791-Solgaleo-https://pokemondb.net/pokedex/solgaleo|#0792-Lunala-https://pokemondb.net/pokedex/lunala|#0792-Lunala-https://pokemondb.net/pokedex/lunala|#0791-Solgaleo-https://pokemondb.net/pokedex/solgaleo|#0791-Solgaleo-https://pokemondb.net/pokedex/solgaleo|#0792-Lunala-https://pokemondb.net/pokedex/lunala|#0792-Lunala-https://pokemondb.net/pokedex/lunala|
0792,https://pokemondb.net/pokedex/lunala,Lunala,120.0 kg (264.6 lbs),4.0 m (13′01″),Psychic,Ghost,Shadow Shield|,#0789-Cosmog-https://pokemondb.net/pokedex/cosmog|#0789-Cosmog-https://pokemondb.net/pokedex/cosmog|#0790-Cosmoem-https://pokemondb.net/pokedex/cosmoem|#0791-Solgaleo-https://pokemondb.net/pokedex/solgaleo|#0791-Solgaleo-https://pokemondb.net/pokedex/solgaleo|#0792-Lunala-https://pokemondb.net/pokedex/lunala|#0792-Lunala-https://pokemondb.net/pokedex/lunala|#0791-Solgaleo-https://pokemondb.net/pokedex/solgaleo|#0791-Solgaleo-https://pokemondb.net/pokedex/solgaleo|#0792-Lunala-https://pokemondb.net/pokedex/lunala|#0792-Lunala-https://pokemondb.net/pokedex/lunala|
0788,https://pokemondb.net/pokedex/tapu-fini,Tapu Fini,21.2 kg (46.7 lbs),1.3 m (4′03″),Water,Fairy,Misty Surge|Telepathy|,
0786,https://pokemondb.net/pokedex/tapu-lele,Tapu Lele,18.6 kg (41.0 lbs),1.2 m (3′11″),Psychic,Fairy,Psychic Surge|Telepathy|,
0794,https://pokemondb.net/pokedex/buzzwole,Buzzwole,333.6 kg (735.5 lbs),2.4 m (7′10″),Bug,Fighting,Beast Boost|,
0787,https://pokemondb.net/pokedex/tapu-bulu,Tapu Bulu,45.5 kg (100.3 lbs),1.9 m (6′03″),Grass,Fairy,Grassy Surge|Telepathy|,
0785,https://pokemondb.net/pokedex/tapu-koko,Tapu Koko,20.5 kg (45.2 lbs),1.8 m (5′11″),Electric,Fairy,Electric Surge|Telepathy|,
0782,https://pokemondb.net/pokedex/jangmo-o,Jangmo-o,29.7 kg (65.5 lbs),0.6 m (2′00″),Dragon,,Bulletproof|Soundproof|Overcoat|,#0782-Jangmo-o-https://pokemondb.net/pokedex/jangmo-o|#0782-Jangmo-o-https://pokemondb.net/pokedex/jangmo-o|#0783-Hakamo-o-https://pokemondb.net/pokedex/hakamo-o|#0784-Kommo-o-https://pokemondb.net/pokedex/kommo-o|
0780,https://pokemondb.net/pokedex/drampa,Drampa,185.0 kg (407.9 lbs),3.0 m (9′10″),Normal,Dragon,Berserk|Sap Sipper|Cloud Nine|,
0777,https://pokemondb.net/pokedex/togedemaru,Togedemaru,3.3 kg (7.3 lbs),0.3 m (1′00″),Electric,Steel,Iron Barbs|Lightning Rod|Sturdy|,
0778,https://pokemondb.net/pokedex/mimikyu,Mimikyu,0.7 kg (1.5 lbs),0.2 m (0′08″),Ghost,Fairy,Disguise|,
